"","sites","siteID"
"6734","Richardson Pond SW11135",6734
"6735","Richardson Pond SW14715",6735
"6736","Richardson Pond SW8717",6736
"6737","Richardson Pond SW9512x",6737
"6738","Richmond CE17445",6738
"6739","Richmond CE250",6739
"6740","Richmond CE3678",6740
"6741","Richmond CE66817x",6741
"6742","Richmond CE9771",6742
"6743","Richmond NW10377x",6743
"6744","Richmond NW16785",6744
"6745","Richmond NW4278x",6745
"6746","Richmond NW51737x",6746
"6747","Richmond NW5880",6747
"6748","Richmond SW10551",6748
"6749","Richmond SW16363",6749
"6750","Richmond SW18357",6750
"6751","Richmond SW20041x",6751
"6752","Richmond SW35467x",6752
"6753","Robbinston SW16493",6753
"6754","Robbinston SW17592",6754
"6755","Robbinston SW17666",6755
"6756","Robbinston SW17956",6756
"6757","Robbinston SW6191",6757
"6758","Robbinston SWG_2",6758
"6759","Rochester CE14945",6759
"6760","Rochester CE2821",6760
"6761","Rochester CE35419x",6761
"6762","Rochester CE4550",6762
"6763","Rochester CE7445",6763
"6764","Rochester NW15229",6764
"6765","Rochester NW17748",6765
"6766","Rochester NW18866x",6766
"6767","Rochester NW6300",6767
"6768","Rochester NW64880x",6768
"6769","Rockland CE16058",6769
"6770","Rockland CE251",6770
"6771","Rockland CE3347",6771
"6772","Rockland CE4158",6772
"6773","Rockland CE7832",6773
"6774","Rockland NW12186",6774
"6775","Rockland NW2579",6775
"6776","Rockland NW2984",6776
"6777","Rockland NW6527",6777
"6778","Rockland NW7703",6778
"6779","Rockland SW1220",6779
"6780","Rockland SW1342",6780
"6781","Rockland SW15828",6781
"6782","Rockland SW16650",6782
"6783","Rockland SW43",6783
"6784","Rocky Brook CE15088x",6784
"6785","Rocky Brook CE15656",6785
"6786","Rocky Brook CE18119",6786
"6787","Rocky Brook CE316",6787
"6788","Rocky Brook CE4716",6788
"6789","Rocky Brook CW12972",6789
"6790","Rocky Brook CW14190",6790
"6791","Rocky Brook CW4187",6791
"6792","Rocky Brook CW4645",6792
"6793","Rocky Brook CW8054",6793
"6794","Rocky Brook SW2750",6794
"6795","Rocky Brook SW4477",6795
"6796","Rocky Brook SW566",6796
"6797","Rocky Brook SW6042",6797
"6798","Rocky Brook SW9099",6798
"6799","Rocky Mtn CE14044",6799
"6800","Rocky Mtn CE14264",6800
"6801","Rocky Mtn CE3066",6801
"6802","Rocky Mtn CE3482",6802
"6803","Rocky Mtn CE4445",6803
"6804","Rocky Mtn NW CE13285",6804
"6805","Rocky Mtn NW CE2267",6805
"6806","Rocky Mtn NW CE331",6806
"6807","Rocky Mtn NW CE7216",6807
"6808","Rocky Mtn NW CE9039",6808
"6809","Rocky Mtn NW CW11282",6809
"6810","Rocky Mtn NW CW14605",6810
"6811","Rocky Mtn NW CW16041",6811
"6812","Rocky Mtn NW CW3426",6812
"6813","Rocky Mtn NW CW4414x",6813
"6814","Rocky Mtn NW SW12854",6814
"6815","Rocky Mtn NW SW16750",6815
"6816","Rocky Mtn NW SW2107",6816
"6817","Rocky Mtn NW SW264",6817
"6818","Rocky Mtn NW SW994",6818
"6819","Rocky Mtn NW1448",6819
"6820","Rocky Mtn NW18090",6820
"6821","Rocky Mtn NW5593",6821
"6822","Rocky Mtn NW9554",6822
"6823","Rocky Mtn NW9983",6823
"6824","Rocky Mtn SW CE17539",6824
"6825","Rocky Mtn SW CE2371",6825
"6826","Rocky Mtn SW CE256",6826
"6827","Rocky Mtn SW CE8189",6827
"6828","Rocky Mtn SW CE9602",6828
"6829","Rocky Mtn SW NW14254",6829
"6830","Rocky Mtn SW NW3289x",6830
"6831","Rocky Mtn SW NW4046",6831
"6832","Rocky Mtn SW NW548x",6832
"6833","Rocky Mtn SW NW9017",6833
"6834","Rocky Mtn SW SW16469",6834
"6835","Rocky Mtn SW SW3162",6835
"6836","Rocky Mtn SW SW400",6836
"6837","Rocky Mtn SW SW4907",6837
"6838","Rocky Mtn SW SW93",6838
"6839","Rocky Mtn SW17137",6839
"6840","Rocky Mtn SW4955",6840
"6841","Rocky Mtn SW5743",6841
"6842","Rocky Mtn SW8019",6842
"6843","Rocky Mtn SW9571",6843
"6844","Rocky Pond CE55337x",6844
"6845","Rocky Pond CE59518x",6845
"6846","Rocky Pond NW10558",6846
"6847","Rocky Pond NW11709",6847
"6848","Rocky Pond NW1449",6848
"6849","Rocky Pond NW4233",6849
"6850","Rocky Pond NW6904",6850
"6851","Rocky Pond SW10185",6851
"6852","Rocky Pond SW10856",6852
"6853","Rocky Pond SW11748",6853
"6854","Rocky Pond SW12988",6854
"6855","Rocky Pond SW6646",6855
"6856","Rome CE13203",6856
"6857","Rome CE18256",6857
"6858","Rome CE2132",6858
"6859","Rome CE26428x",6859
"6860","Rome CE6457",6860
"6861","Rome NW18752x",6861
"6862","Rome NW3139",6862
"6863","Rome NW34752x",6863
"6864","Rome NW5648",6864
"6865","Rome NW9686",6865
"6866","Rome NWG_43",6866
"6867","Rome SW18297",6867
"6868","Rome SW25620x",6868
"6869","Rome SW30389x",6869
"6870","Rome SW5535",6870
"6871","Rome SW7526",6871
"6872","Roque Bluffs NW1241",6872
"6873","Roque Bluffs NW3850",6873
"6874","Roque Bluffs NW5489",6874
"6875","Roque Bluffs NW7794",6875
"6876","Roque Bluffs NW8582",6876
"6877","Round Lake CE10948",6877
"6878","Round Lake CE2510",6878
"6879","Round Lake CE732",6879
"6880","Round Lake CE8948",6880
"6881","Round Lake CE9335",6881
"6882","Round Lake NW11810",6882
"6883","Round Lake NW13245",6883
"6884","Round Lake NW4762",6884
"6885","Round Lake NW5716",6885
"6886","Round Lake NW8218",6886
"6887","Round Lake SW16123",6887
"6888","Round Lake SW376x",6888
"6889","Round Lake SW544",6889
"6890","Round Lake SW9328",6890
"6891","Round Lake SW9779",6891
"6892","Round Mtn CE13146",6892
"6893","Round Mtn CE17757",6893
"6894","Round Mtn CE18266",6894
"6895","Round Mtn CE7174",6895
"6896","Round Mtn CE7928",6896
"6897","Round Mtn NW12962",6897
"6898","Round Mtn NW18370",6898
"6899","Round Mtn NW5552",6899
"6900","Round Mtn NW6275",6900
"6901","Round Mtn NW9874",6901
"6902","Round Mtn SW11004",6902
"6903","Round Mtn SW11581",6903
"6904","Round Mtn SW17660",6904
"6905","Round Mtn SW6529",6905
"6906","Round Mtn SW6553",6906
"6907","Round Pond NW10199",6907
"6908","Round Pond NW11423",6908
"6909","Round Pond NW11734",6909
"6910","Round Pond NW2085",6910
"6911","Round Pond NW9486",6911
"6912","Round Pond SW17219",6912
"6913","Round Pond SW17246",6913
"6914","Round Pond SW5153",6914
"6915","Round Pond SW7055",6915
"6916","Round Pond SW8128",6916
"6917","Roxbury NW133",6917
"6918","Roxbury NW18406",6918
"6919","Roxbury NW2352x",6919
"6920","Roxbury NW36126x",6920
"6921","Roxbury NW4887",6921
"6922","Roxbury SW11833x",6922
"6923","Roxbury SW15177",6923
"6924","Roxbury SW7595x",6924
"6925","Roxbury SW9149",6925
"6926","Roxbury SW9787",6926
"6927","Rumford CE17062",6927
"6928","Rumford CE17467",6928
"6929","Rumford CE17865",6929
"6930","Rumford CE18358",6930
"6931","Rumford CE7493",6931
"6932","Rumford NW14338",6932
"6933","Rumford NW15279",6933
"6934","Rumford NW1943",6934
"6935","Rumford NW28967x",6935
"6936","Rumford NW49557x",6936
"6937","Rumford SW10815",6937
"6938","Rumford SW14796",6938
"6939","Rumford SW31126x",6939
"6940","Rumford SW51x",6940
"6941","Rumford SW66215x",6941
"6942","Rump Mtn CE12157",6942
"6943","Rump Mtn CE1437",6943
"6944","Rump Mtn CE6914",6944
"6945","Rump Mtn CE8980",6945
"6946","Rump Mtn CE9615",6946
"6947","Russell Mtn CE10301",6947
"6948","Russell Mtn CE12743",6948
"6949","Russell Mtn CE16549",6949
"6950","Russell Mtn CE4650",6950
"6951","Russell Mtn CE9106",6951
"6952","Russell Mtn NW3306",6952
"6953","Russell Mtn NW6846",6953
"6954","Russell Mtn NW7269",6954
"6955","Russell Mtn NW8477",6955
"6956","Russell Mtn NW8695",6956
"6957","Saddleback Mtn CE11669",6957
"6958","Saddleback Mtn CE18072",6958
"6959","Saddleback Mtn CE29462x",6959
"6960","Saddleback Mtn CE8916",6960
"6961","Saddleback Mtn CE901",6961
"6962","Saddleback Mtn NW10972x",6962
"6963","Saddleback Mtn NW14136",6963
"6964","Saddleback Mtn NW21433x",6964
"6965","Saddleback Mtn NW45574x",6965
"6966","Saddleback Mtn NW46157x",6966
"6967","Saddleback Mtn SW41087x",6967
"6968","Saddleback Mtn SW46206x",6968
"6969","Saddleback Mtn SW5679x",6969
"6970","Saddleback Mtn SW6843",6970
"6971","Saddleback Mtn SW8073",6971
"6972","Salmon Stream Lake CE13189",6972
"6973","Salmon Stream Lake CE14016",6973
"6974","Salmon Stream Lake CE1950",6974
"6975","Salmon Stream Lake CE2875",6975
"6976","Salmon Stream Lake CE4058",6976
"6977","Salmon Stream Lake NW1932",6977
"6978","Salmon Stream Lake NW5316",6978
"6979","Salmon Stream Lake NW5605",6979
"6980","Salmon Stream Lake NW7086x",6980
"6981","Salmon Stream Lake NW8178",6981
"6982","Salmon Stream Lake SW11531",6982
"6983","Salmon Stream Lake SW12105",6983
"6984","Salmon Stream Lake SW1480",6984
"6985","Salmon Stream Lake SW16666",6985
"6986","Salmon Stream Lake SW4591",6986
"6987","Salsbury Cove CE16408",6987
"6988","Salsbury Cove CE29269x",6988
"6989","Salsbury Cove CE4873",6989
"6990","Salsbury Cove CE916",6990
"6991","Salsbury Cove CE9726",6991
"6992","Salsbury Cove NW17981",6992
"6993","Salsbury Cove NW18437",6993
"6994","Salsbury Cove NW3318x",6994
"6995","Salsbury Cove NW5440",6995
"6996","Salsbury Cove NW6084",6996
"6997","Salsbury Cove NWG_9",6997
"6998","Salsbury Cove SW13547x",6998
"6999","Salsbury Cove SW1518",6999
"7000","Salsbury Cove SW17289",7000
"7001","Salsbury Cove SW2296",7001
"7002","Salsbury Cove SW4778",7002
"7003","Sandy Bay Mtn CE18467x",7003
"7004","Sandy Bay Mtn CE3708x",7004
"7005","Sandy Bay Mtn CE5719",7005
"7006","Sandy Bay Mtn CE8459",7006
"7007","Sandy Bay Mtn CE9322",7007
"7008","Sanford CE1290x",7008
"7009","Sanford CE16918",7009
"7010","Sanford CE6186",7010
"7011","Sanford CE7861",7011
"7012","Sanford CE99",7012
"7013","Sanford NW13359",7013
"7014","Sanford NW6284",7014
"7015","Sanford NW7441",7015
"7016","Sanford NW9138",7016
"7017","Sanford NW9243",7017
"7018","Sanford SW15694",7018
"7019","Sanford SW18423",7019
"7020","Sanford SW28776x",7020
"7021","Sanford SW3475",7021
"7022","Sanford SW433",7022
"7023","Sangerville CE4949",7023
"7024","Sangerville CE5338",7024
"7025","Sangerville CE5624",7025
"7026","Sangerville CE783",7026
"7027","Sangerville CE8007",7027
"7028","Sangerville NW13527",7028
"7029","Sangerville NW14581",7029
"7030","Sangerville NW15820x",7030
"7031","Sangerville NW25793x",7031
"7032","Sangerville SW10411",7032
"7033","Sangerville SW12622",7033
"7034","Sangerville SW16636",7034
"7035","Sangerville SW17365",7035
"7036","Sangerville SW3094",7036
"7037","Saponac CE15243",7037
"7038","Saponac CE5163",7038
"7039","Saponac CE5800",7039
"7040","Saponac CE6163",7040
"7041","Saponac CE9130",7041
"7042","Saponac NW15533",7042
"7043","Saponac NW3720",7043
"7044","Saponac NW4171",7044
"7045","Saponac NW4895",7045
"7046","Saponac NW6585",7046
"7047","Saponac SW13560",7047
"7048","Saponac SW14051",7048
"7049","Saponac SW14140",7049
"7050","Saponac SW5364",7050
"7051","Saponac SW6308",7051
"7052","Sargentville CE25789x",7052
"7053","Sargentville CE35516x",7053
"7054","Sargentville CE463",7054
"7055","Sargentville CE64359x",7055
"7056","Sargentville CE7199",7056
"7057","Sargentville NW10809",7057
"7058","Sargentville NW10830",7058
"7059","Sargentville NW13996",7059
"7060","Sargentville NW15399",7060
"7061","Sargentville NW4997",7061
"7062","Sargentville SW11016",7062
"7063","Sargentville SW20555x",7063
"7064","Sargentville SW23448x",7064
"7065","Sargentville SW8385",7065
"7066","Sargentville SW8900",7066
"7067","Schoodic Head CE13512",7067
"7068","Schoodic Head NW13316",7068
"7069","Schoodic Head NW1349",7069
"7070","Schoodic Head NW14312",7070
"7071","Schoodic Head NW2428",7071
"7072","Schoodic Head NW3757x",7072
"7073","Schoodic Lake CE10488",7073
"7074","Schoodic Lake CE1976",7074
"7075","Schoodic Lake CE2568",7075
"7076","Schoodic Lake CE3571x",7076
"7077","Schoodic Lake CE4749",7077
"7078","Schoodic Lake CEB_3",7078
"7079","Schoodic Lake CEB_31",7079
"7080","Schoodic Lake CEB_32",7080
"7081","Schoodic Lake CEB_47",7081
"7082","Schoodic Lake CEB_58x",7082
"7083","Schoodic Lake NW10712",7083
"7084","Schoodic Lake NW2723",7084
"7085","Schoodic Lake NW4588",7085
"7086","Schoodic Lake NW4872",7086
"7087","Schoodic Lake NW8885",7087
"7088","Schoodic Lake NWB_11",7088
"7089","Schoodic Lake NWB_15",7089
"7090","Schoodic Lake NWB_23",7090
"7091","Schoodic Lake NWB_27",7091
"7092","Schoodic Lake NWB_39",7092
"7093","Schoodic Lake NWB_43",7093
"7094","Schoodic Lake NWB_55x",7094
"7095","Schoodic Lake NWB_59x",7095
"7096","Schoodic Lake SW12189",7096
"7097","Schoodic Lake SW15334",7097
"7098","Schoodic Lake SW18191",7098
"7099","Schoodic Lake SW27950x",7099
"7100","Schoodic Lake SW3660",7100
"7101","Schoolhouse Rapids CE11542",7101
"7102","Schoolhouse Rapids CE12219",7102
"7103","Schoolhouse Rapids CE6763x",7103
"7104","Schoolhouse Rapids CE8487",7104
"7105","Schoolhouse Rapids CE9286",7105
"7106","Schoolhouse Rapids NW10762",7106
"7107","Schoolhouse Rapids NW11285",7107
"7108","Schoolhouse Rapids NW11996",7108
"7109","Schoolhouse Rapids NW15642",7109
"7110","Schoolhouse Rapids NW4023",7110
"7111","Scopan CE13135",7111
"7112","Scopan CE15804",7112
"7113","Scopan CE209",7113
"7114","Scopan CE5745",7114
"7115","Scopan CE9982",7115
"7116","Scopan Lake East CE11127",7116
"7117","Scopan Lake East CE11640",7117
"7118","Scopan Lake East CE15253",7118
"7119","Scopan Lake East CE7567",7119
"7120","Scopan Lake East CE9547",7120
"7121","Scopan Lake East NW14378",7121
"7122","Scopan Lake East NW2564",7122
"7123","Scopan Lake East NW275",7123
"7124","Scopan Lake East NW3444",7124
"7125","Scopan Lake East NW3643",7125
"7126","Scopan Lake East SW10067",7126
"7127","Scopan Lake East SW13442",7127
"7128","Scopan Lake East SW2973",7128
"7129","Scopan Lake East SW4842",7129
"7130","Scopan Lake East SW5464",7130
"7131","Scopan Lake West CE13750",7131
"7132","Scopan Lake West CE15559",7132
"7133","Scopan Lake West CE17919",7133
"7134","Scopan Lake West CE3368",7134
"7135","Scopan Lake West CE7506",7135
"7136","Scopan Lake West NW18048",7136
"7137","Scopan Lake West SW11576",7137
"7138","Scopan Lake West SW14890",7138
"7139","Scopan Lake West SW16201",7139
"7140","Scopan Lake West SW4061",7140
"7141","Scopan Lake West SW4282",7141
"7142","Scopan NW14023",7142
"7143","Scopan NW17718",7143
"7144","Scopan NW4585",7144
"7145","Scopan NW8051",7145
"7146","Scopan NW8541",7146
"7147","Scopan SW13826",7147
"7148","Scopan SW14158",7148
"7149","Scopan SW1535",7149
"7150","Scopan SW17661",7150
"7151","Scopan SW465",7151
"7152","Scraggly Lake CE12470",7152
"7153","Scraggly Lake CE4868",7153
"7154","Scraggly Lake CE6874",7154
"7155","Scraggly Lake CE6979",7155
"7156","Scraggly Lake CE70",7156
"7157","Scraggly Lake NW17346",7157
"7158","Scraggly Lake NW2636",7158
"7159","Scraggly Lake NW3191",7159
"7160","Scraggly Lake NW6333",7160
"7161","Scraggly Lake NW9458",7161
"7162","Scraggly Lake SW11096",7162
"7163","Scraggly Lake SW1608",7163
"7164","Scraggly Lake SW17662",7164
"7165","Scraggly Lake SW5407",7165
"7166","Scraggly Lake SW9013",7166
"7167","Seal Harbor CE11359",7167
"7168","Seal Harbor CE11994",7168
"7169","Seal Harbor CE4523",7169
"7170","Seal Harbor NW15366",7170
"7171","Seal Harbor NW49565x",7171
"7172","Seal Harbor NW5596",7172
"7173","Seal Harbor NW6438",7173
"7174","Seal Harbor NW6521",7174
"7175","Seal Harbor NW953",7175
"7176","Seal Harbor SW12374",7176
"7177","Searsmont CE12507",7177
"7178","Searsmont CE13818",7178
"7179","Searsmont CE16821",7179
"7180","Searsmont CE2366",7180
"7181","Searsmont CE3884",7181
"7182","Searsmont NW16607",7182
"7183","Searsmont NW16630",7183
"7184","Searsmont NW25373x",7184
"7185","Searsmont NW37787x",7185
"7186","Searsmont NW6372",7186
"7187","Searsmont SW1003",7187
"7188","Searsmont SW16008",7188
"7189","Searsmont SW17423x",7189
"7190","Searsmont SW18056",7190
"7191","Searsmont SW18519",7191
"7192","Searsport CE12642",7192
"7193","Searsport CE14615x",7193
"7194","Searsport CE18215x",7194
"7195","Searsport CE37987x",7195
"7196","Searsport CE9053",7196
"7197","Searsport NW10216",7197
"7198","Searsport NW16242",7198
"7199","Searsport NW1757",7199
"7200","Searsport NW20527x",7200
"7201","Searsport NW6353",7201
"7202","Searsport SW16026",7202
"7203","Searsport SW2915",7203
"7204","Searsport SW3693",7204
"7205","Searsport SW4891",7205
"7206","Searsport SW9471",7206
"7207","Sebago Lake CE33572x",7207
"7208","Sebago Lake NW1016x",7208
"7209","Sebago Lake NW13710",7209
"7210","Sebago Lake NW2178",7210
"7211","Sebago Lake NW28756x",7211
"7212","Sebago Lake NW6834",7212
"7213","Sebago Lake SW11299",7213
"7214","Sebago Lake SW1172",7214
"7215","Sebago Lake SW3074",7215
"7216","Sebago Lake SW7002",7216
"7217","Sebago Lake SW9659",7217
"7218","Sebec Lake East CE10742x",7218
"7219","Sebec Lake East CE2908",7219
"7220","Sebec Lake East CE4107",7220
"7221","Sebec Lake East CE4965",7221
"7222","Sebec Lake East CE837",7222
"7223","Sebec Lake East SW1270x",7223
"7224","Sebec Lake East SW24757x",7224
"7225","Sebec Lake East SW4855",7225
"7226","Sebec Lake East SW6028",7226
"7227","Sebec Lake East SW8725x",7227
"7228","Sebec Lake West CE1010",7228
"7229","Sebec Lake West CE11978",7229
"7230","Sebec Lake West CE13489",7230
"7231","Sebec Lake West CE15284",7231
"7232","Sebec Lake West CE4285",7232
"7233","Sebec Lake West NW13864",7233
"7234","Sebec Lake West NW1824",7234
"7235","Sebec Lake West NW44852x",7235
"7236","Sebec Lake West NW54105x",7236
"7237","Sebec Lake West NW61792x",7237
"7238","Sebec Lake West SW12540",7238
"7239","Sebec Lake West SW14431",7239
"7240","Sebec Lake West SW18446",7240
"7241","Sebec Lake West SW2516",7241
"7242","Sebec Lake West SW6974",7242
"7243","Seboeis CE13441",7243
"7244","Seboeis CE16392",7244
"7245","Seboeis CE1749",7245
"7246","Seboeis CE6774",7246
"7247","Seboeis CE7764",7247
"7248","Seboeis Lake CE10298",7248
"7249","Seboeis Lake CE16789",7249
"7250","Seboeis Lake CE3142x",7250
"7251","Seboeis Lake CE7234",7251
"7252","Seboeis Lake CE8611",7252
"7253","Seboeis Lake NW10513",7253
"7254","Seboeis Lake NW13094",7254
"7255","Seboeis Lake NW14354",7255
"7256","Seboeis Lake NW15281",7256
"7257","Seboeis Lake NW7821",7257
"7258","Seboeis Lake SW68826",7258
"7259","Seboeis Lake SW68827",7259
"7260","Seboeis Lake SW68830",7260
"7261","Seboeis Lake SW68831x",7261
"7262","Seboeis Lake SW68834x",7262
"7263","Seboeis NW15091",7263
"7264","Seboeis NW1826",7264
"7265","Seboeis NW3455",7265
"7266","Seboeis NW7406",7266
"7267","Seboeis NW7656x",7267
"7268","Seboeis SW10186",7268
"7269","Seboeis SW12131",7269
"7270","Seboeis SW365",7270
"7271","Seboeis SW6382",7271
"7272","Seboeis SW7050",7272
"7273","Seboomook CE10962",7273
"7274","Seboomook CE11613",7274
"7275","Seboomook CE2378",7275
"7276","Seboomook CE6320",7276
"7277","Seboomook CE6649",7277
"7278","Seboomook Lake East CE13129",7278
"7279","Seboomook Lake East CE13233",7279
"7280","Seboomook Lake East CE13529",7280
"7281","Seboomook Lake East CE15859",7281
"7282","Seboomook Lake East CE7636",7282
"7283","Seboomook Lake East SW13061",7283
"7284","Seboomook Lake East SW18098",7284
"7285","Seboomook Lake East SW3124",7285
"7286","Seboomook Lake East SW5832",7286
"7287","Seboomook Lake East SW8022",7287
"7288","Seboomook Lake West CE10663",7288
"7289","Seboomook Lake West CE13967",7289
"7290","Seboomook Lake West CE20123x",7290
"7291","Seboomook Lake West CE2885",7291
"7292","Seboomook Lake West CE3272",7292
"7293","Seboomook Lake West NW15802x",7293
"7294","Seboomook Lake West NW15907",7294
"7295","Seboomook Lake West NW47401x",7295
"7296","Seboomook Lake West NW47692x",7296
"7297","Seboomook Lake West NW7343",7297
"7298","Seboomook Lake West SW15860",7298
"7299","Seboomook Lake West SW231",7299
"7300","Seboomook Lake West SW5344",7300
"7301","Seboomook Lake West SW5527",7301
"7302","Seboomook Lake West SW9388",7302
"7303","Seboomook NW14024",7303
"7304","Seboomook NW16553",7304
"7305","Seboomook NW16591",7305
"7306","Seboomook NW3159",7306
"7307","Seboomook NW7713",7307
"7308","Seboomook SW10243",7308
"7309","Seboomook SW11672",7309
"7310","Seboomook SW22896x",7310
"7311","Seboomook SW481",7311
"7312","Seboomook SW7370",7312
"7313","Seven Islands CE10596",7313
"7314","Seven Islands CE13011",7314
"7315","Seven Islands CE1524",7315
"7316","Seven Islands CE15418",7316
"7317","Seven Islands CE8559",7317
"7318","Seven Islands NW11444",7318
"7319","Seven Islands NW2425",7319
"7320","Seven Islands NW2686",7320
"7321","Seven Islands NW2740",7321
"7322","Seven Islands NW3161",7322
"7323","Seven Islands SW10923",7323
"7324","Seven Islands SW12553",7324
"7325","Seven Islands SW224",7325
"7326","Seven Islands SW2393",7326
"7327","Seven Islands SW5503",7327
"7328","Shin Pond CE11708",7328
"7329","Shin Pond CE13797",7329
"7330","Shin Pond CE1867x",7330
"7331","Shin Pond CE2329",7331
"7332","Shin Pond CE2682",7332
"7333","Shin Pond NW10584",7333
"7334","Shin Pond NW10725",7334
"7335","Shin Pond NW12113x",7335
"7336","Shin Pond NW14161",7336
"7337","Shin Pond NW60683x",7337
"7338","Shin Pond SW11548x",7338
"7339","Shin Pond SW13100",7339
"7340","Shin Pond SW7699",7340
"7341","Shin Pond SW9257",7341
"7342","Shin Pond SW9796",7342
"7343","Silver Lake CE13169",7343
"7344","Silver Lake CE3097",7344
"7345","Silver Lake CE4970x",7345
"7346","Silver Lake CE6615",7346
"7347","Silver Lake CE9346",7347
"7348","Silver Lake NW13052",7348
"7349","Silver Lake NW1312",7349
"7350","Silver Lake NW18123",7350
"7351","Silver Lake NW3490",7351
"7352","Silver Lake NW4527",7352
"7353","Silver Lake SW1602x",7353
"7354","Silver Lake SW18424x",7354
"7355","Silver Lake SW5368",7355
"7356","Silver Lake SW63003x",7356
"7357","Silver Lake SW6724",7357
"7358","Simsquish Lake CE10216x",7358
"7359","Simsquish Lake CE11647",7359
"7360","Simsquish Lake CE17369",7360
"7361","Simsquish Lake CE2256",7361
"7362","Simsquish Lake CE5587",7362
"7363","Simsquish Lake NW11268",7363
"7364","Simsquish Lake NW14926",7364
"7365","Simsquish Lake NW15368",7365
"7366","Simsquish Lake NW17485",7366
"7367","Simsquish Lake NW255",7367
"7368","Simsquish Lake SW68836",7368
"7369","Simsquish Lake SW68837",7369
"7370","Simsquish Lake SW68838",7370
"7371","Simsquish Lake SW68840",7371
"7372","Simsquish Lake SW68841",7372
"7373","Skinner CE14097",7373
"7374","Skinner CE14497",7374
"7375","Skinner CE14993",7375
"7376","Skinner CE4103",7376
"7377","Skinner CE6887",7377
"7378","Skinner NE13902",7378
"7379","Skinner NE3332",7379
"7380","Skinner NE4980",7380
"7381","Skinner NE7015",7381
"7382","Skinner NE8391",7382
"7383","Skinner SW1245",7383
"7384","Skinner SW17772",7384
"7385","Skinner SW3086",7385
"7386","Skinner SW7717",7386
"7387","Skinner SW8152",7387
"7388","Skowhegan CE16402",7388
"7389","Skowhegan CE17807",7389
"7390","Skowhegan CE2373",7390
"7391","Skowhegan CE3867",7391
"7392","Skowhegan CE614",7392
"7393","Skowhegan NW16532",7393
"7394","Skowhegan NW3632",7394
"7395","Skowhegan NW4584",7395
"7396","Skowhegan NW5496",7396
"7397","Skowhegan NW6593",7397
"7398","Skowhegan SW2275",7398
"7399","Skowhegan SW2355",7399
"7400","Skowhegan SW358",7400
"7401","Skowhegan SW5861",7401
"7402","Skowhegan SW5993",7402
"7403","Small Point NW11113",7403
"7404","Small Point NW45852x",7404
"7405","Smyrna Mills CE10917",7405
"7406","Smyrna Mills CE12073",7406
"7407","Smyrna Mills CE15070",7407
"7408","Smyrna Mills CE17244",7408
"7409","Smyrna Mills CE3029",7409
"7410","Smyrna Mills NW11797",7410
"7411","Smyrna Mills NW13398",7411
"7412","Smyrna Mills NW3957",7412
"7413","Smyrna Mills NW7865",7413
"7414","Smyrna Mills NW9188",7414
"7415","Smyrna Mills SW14790",7415
"7416","Smyrna Mills SW4087",7416
"7417","Smyrna Mills SW47440x",7417
"7418","Smyrna Mills SW49207x",7418
"7419","Smyrna Mills SW8072x",7419
"7420","Snow Mtn CE11297",7420
"7421","Snow Mtn CE4448",7421
"7422","Snow Mtn CE4704",7422
"7423","Snow Mtn CE5272",7423
"7424","Snow Mtn CE8498",7424
"7425","Snow Mtn NW12587",7425
"7426","Snow Mtn NW14738",7426
"7427","Snow Mtn NW234",7427
"7428","Snow Mtn NW5098",7428
"7429","Snow Mtn NW8707",7429
"7430","Snow Mtn SW13483",7430
"7431","Snow Mtn SW13986",7431
"7432","Snow Mtn SW1629",7432
"7433","Snow Mtn SW16318",7433
"7434","Snow Mtn SW3172",7434
"7435","Snow Mtn SWG_25",7435
"7436","Socatean Bay CE13452",7436
"7437","Socatean Bay CE18114",7437
"7438","Socatean Bay CE18440",7438
"7439","Socatean Bay CE462",7439
"7440","Socatean Bay CE5102",7440
"7441","Socatean Bay CW12208",7441
"7442","Socatean Bay CW18415",7442
"7443","Socatean Bay CW5103",7443
"7444","Socatean Bay CW5742",7444
"7445","Socatean Bay CW8015",7445
"7446","Socatean Bay SW14783x",7446
"7447","Socatean Bay SW41873x",7447
"7448","Solon CE11124",7448
"7449","Solon CE1696",7449
"7450","Solon CE29721x",7450
"7451","Solon CE32559x",7451
"7452","Solon CE5675",7452
"7453","Solon NW12853",7453
"7454","Solon NW14973",7454
"7455","Solon NW3836",7455
"7456","Solon NW38786x",7456
"7457","Solon NW5746x",7457
"7458","Solon SW12361",7458
"7459","Solon SW17322",7459
"7460","Solon SW3859",7460
"7461","Solon SW4789",7461
"7462","Solon SW6225",7462
"7463","Somersworth CE10906",7463
"7464","Somersworth CE11202",7464
"7465","Somersworth CE14845",7465
"7466","Somersworth CE16357",7466
"7467","Somersworth CE4234",7467
"7468","Somersworth NW10322",7468
"7469","Somersworth NW15735",7469
"7470","Somersworth NW17714x",7470
"7471","Somersworth NW6662x",7471
"7472","Somersworth NW8149",7472
"7473","Somersworth SW4695x",7473
"7474","Somersworth SW7631",7474
"7475","Somersworth SW83x",7475
"7476","Somersworth SW8529",7476
"7477","Somersworth SW9851",7477
"7478","Soper Mtn CE18976x",7478
"7479","Soper Mtn CE303",7479
"7480","Soper Mtn CE44179x",7480
"7481","Soper Mtn NW10572",7481
"7482","Soper Mtn NW1128",7482
"7483","Soper Mtn NW3430",7483
"7484","Soper Mtn NW4922",7484
"7485","Soper Mtn NW9861",7485
